agent_code,performance_level,new_policy_count_baseline,ANBP_value_baseline,net_income_baseline,overall_conversion_rate_baseline,unique_proposals_last_21_days_baseline,unique_customers_baseline,new_policy_count_target,ANBP_value_target,net_income_target,overall_conversion_rate_target,unique_proposals_last_21_days_target,unique_customers_target,intervention_start_date,first_checkpoint,second_checkpoint,final_evaluation,new_policy_count_first_checkpoint,ANBP_value_first_checkpoint,net_income_first_checkpoint,overall_conversion_rate_first_checkpoint,unique_proposals_last_21_days_first_checkpoint,unique_customers_first_checkpoint,new_policy_count_second_checkpoint,ANBP_value_second_checkpoint,net_income_second_checkpoint,overall_conversion_rate_second_checkpoint,unique_proposals_last_21_days_second_checkpoint,unique_customers_second_checkpoint,new_policy_count_final_evaluation,ANBP_value_final_evaluation,net_income_final_evaluation,overall_conversion_rate_final_evaluation,unique_proposals_last_21_days_final_evaluation,unique_customers_final_evaluation,improvement_status
25cd5d60,Low,0.0,0.0,167948.0,0.0,17.0,16.0,0.0,0.0,218332.4,0.0,22.1,20.8,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
25cd5d60,Medium,17.428571428571427,693092.8571428572,146864.14285714287,1.376845953692482,5.142857142857143,13.428571428571429,20.91428571428571,831711.4285714285,176236.97142857144,1.6522151444309783,6.171428571428572,16.114285714285714,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
26142387,High,29.375,1172791.5,219539.875,1.1967282565304878,15.875,12.875,32.3125,1290070.6500000001,241493.86250000002,1.3164010821835366,17.462500000000002,14.162500000000001,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
26142387,Low,0.0,0.0,404103.0,0.0,17.0,22.0,0.0,0.0,525333.9,0.0,22.1,28.6,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
26142387,Medium,15.909090909090908,800250.0909090909,180846.0,1.228977068682951,4.090909090909091,13.909090909090908,19.09090909090909,960300.1090909091,217015.19999999998,1.4747724824195412,4.909090909090909,16.690909090909088,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
264728f9,High,28.22222222222222,1585630.4444444445,302249.1111111111,1.2532618248423504,15.333333333333334,15.444444444444445,31.044444444444448,1744193.488888889,332474.02222222224,1.3785880073265855,16.866666666666667,16.98888888888889,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
264728f9,Low,0.0,0.0,357201.0,0.0,19.5,15.5,0.0,0.0,464361.3,0.0,25.35,20.150000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
264728f9,Medium,16.333333333333332,860684.8888888889,145661.0,1.3929963798384852,5.444444444444445,16.666666666666668,19.599999999999998,1032821.8666666666,174793.19999999998,1.6715956558061822,6.533333333333333,20.0,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
269c4e60,High,29.666666666666668,1630949.5,314282.6666666667,1.1958833885699611,15.0,14.333333333333334,32.63333333333334,1794044.4500000002,345710.9333333334,1.3154717274269574,16.5,15.76666666666667,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
269c4e60,Medium,20.0,716817.75,127206.0,1.358718487394958,6.0,14.25,24.0,860181.2999999999,152647.19999999998,1.6304621848739496,7.199999999999999,17.099999999999998,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
26c3dddd,High,27.22222222222222,1544157.888888889,329210.8888888889,1.2327801094010096,14.333333333333334,14.666666666666666,29.944444444444446,1698573.6777777781,362131.9777777778,1.3560581203411106,15.76666666666667,16.133333333333333,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
26c3dddd,Low,0.0,0.0,213882.0,0.0,12.0,18.0,0.0,0.0,278046.60000000003,0.0,15.600000000000001,23.400000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
26c3dddd,Medium,21.0,793862.0,163510.3,1.5167262527634044,6.6,15.0,25.2,952634.3999999999,196212.36,1.8200715033160852,7.919999999999999,18.0,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
26f591b2,High,25.75,1328604.5,235422.375,1.2427757742773222,15.0,12.75,28.325000000000003,1461464.9500000002,258964.61250000002,1.3670533517050545,16.5,14.025,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
26f591b2,Low,0.0,0.0,389562.0,0.0,20.0,19.0,0.0,0.0,506430.60000000003,0.0,26.0,24.7,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
26f591b2,Medium,19.454545454545453,808936.5454545454,123074.27272727272,1.4126057023784298,6.7272727272727275,17.454545454545453,23.345454545454544,970723.8545454545,147689.12727272726,1.6951268428541157,8.072727272727272,20.94545454545454,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
272f6f80,High,31.5,702450.0,97059.0,1.1744827586206896,17.0,17.5,34.650000000000006,772695.0000000001,106764.90000000001,1.2919310344827586,18.700000000000003,19.25,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
27565665,High,29.375,2128937.5,461655.875,1.268076631618831,15.375,15.625,32.3125,2341831.25,507821.4625,1.3948842947807143,16.9125,17.1875,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
27565665,Low,0.0,0.0,177140.66666666666,0.0,9.333333333333334,15.666666666666666,0.0,0.0,230282.86666666667,0.0,12.133333333333335,20.366666666666667,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
27565665,Medium,17.444444444444443,710859.8888888889,107671.33333333333,1.445478173548349,6.333333333333333,15.666666666666666,20.93333333333333,853031.8666666666,129205.59999999999,1.7345738082580189,7.6,18.799999999999997,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
27b10a36,High,28.818181818181817,1648439.5454545454,396561.9090909091,1.248045139024593,15.181818181818182,16.90909090909091,31.7,1813283.5,436218.1000000001,1.3728496529270524,16.700000000000003,18.6,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
27b10a36,Medium,18.77777777777778,707166.4444444445,121612.11111111111,1.5507250102838337,6.777777777777778,15.88888888888889,22.533333333333335,848599.7333333334,145934.53333333333,1.8608700123406003,8.133333333333333,19.066666666666666,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
27be2ac1,High,29.0,1500309.6666666667,309283.3333333333,1.2990777338603425,14.666666666666666,9.333333333333334,31.900000000000002,1650340.6333333335,340211.6666666667,1.4289855072463769,16.133333333333333,10.266666666666667,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
27be2ac1,Medium,17.25,932654.25,178683.0,1.3705357142857144,6.75,17.5,20.7,1119185.0999999999,214419.6,1.6446428571428573,8.1,21.0,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
27f35403,High,25.75,1210549.5833333333,240062.08333333334,1.1990458414371459,15.083333333333334,15.833333333333334,28.325000000000003,1331604.5416666667,264068.2916666667,1.3189504255808606,16.59166666666667,17.416666666666668,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
27f35403,Low,0.0,0.0,366590.5,0.0,16.5,20.0,0.0,0.0,476567.65,0.0,21.45,26.0,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
27f35403,Medium,18.0,650340.0,135329.5,1.5182368557368557,5.5,14.833333333333334,21.599999999999998,780408.0,162395.4,1.8218842268842268,6.6,17.8,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2873d9d1,High,29.083333333333332,1337375.9166666667,251880.58333333334,1.2455033051868092,16.833333333333332,14.166666666666666,31.991666666666667,1471113.5083333335,277068.6416666667,1.3700536357054902,18.516666666666666,15.583333333333334,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2873d9d1,Low,0.0,0.0,108125.0,0.0,12.0,12.0,0.0,0.0,140562.5,0.0,15.600000000000001,15.600000000000001,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2873d9d1,Medium,16.142857142857142,646547.5714285715,140967.7142857143,1.5826118326118326,4.0,17.285714285714285,19.37142857142857,775857.0857142857,169161.25714285715,1.899134199134199,4.8,20.74285714285714,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2883d02e,High,28.0,1539252.6666666667,174403.33333333334,1.245029239766082,12.666666666666666,14.0,30.800000000000004,1693177.9333333336,191843.6666666667,1.3695321637426903,13.933333333333334,15.400000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2883d02e,Medium,16.666666666666668,75743.33333333333,9642.666666666666,1.2535612535612535,5.666666666666667,10.666666666666666,20.0,90891.99999999999,11571.199999999999,1.504273504273504,6.8,12.799999999999999,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
293115df,High,27.555555555555557,1402192.2222222222,304232.55555555556,1.3374769206852932,13.0,17.333333333333332,30.311111111111114,1542411.4444444445,334655.81111111114,1.4712246127538227,14.3,19.066666666666666,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
293115df,Low,0.0,0.0,236274.0,0.0,7.0,13.0,0.0,0.0,307156.2,0.0,9.1,16.900000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
293115df,Medium,15.0,618917.0,142012.55555555556,1.2473782390449057,3.6666666666666665,16.444444444444443,18.0,742700.4,170415.06666666668,1.4968538868538868,4.3999999999999995,19.73333333333333,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
293124a7,High,26.428571428571427,1179673.5714285714,264589.28571428574,1.2624957789840106,13.857142857142858,14.428571428571429,29.071428571428573,1297640.9285714286,291048.2142857143,1.3887453568824117,15.242857142857144,15.871428571428574,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
293124a7,Low,0.0,0.0,675680.0,0.0,14.0,13.0,0.0,0.0,878384.0,0.0,18.2,16.900000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
293124a7,Medium,19.0,437796.25,76296.25,1.4599431818181818,8.0,14.75,22.8,525355.5,91555.5,1.7519318181818182,9.6,17.7,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
29ab6f3f,High,28.125,1214942.875,232749.875,1.2243905332140625,15.125,14.375,30.937500000000004,1336437.1625,256024.86250000002,1.346829586535469,16.637500000000003,15.812500000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
29ab6f3f,Low,0.0,0.0,94789.0,0.0,8.0,13.0,0.0,0.0,123225.7,0.0,10.4,16.900000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
29ab6f3f,Medium,14.545454545454545,819291.0,181729.36363636365,1.3381831300013118,4.909090909090909,15.272727272727273,17.454545454545453,983149.2,218075.23636363636,1.6058197560015741,5.890909090909091,18.327272727272728,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2aa84d40,High,27.333333333333332,1012180.6666666666,205607.66666666666,1.2212129229502897,16.666666666666668,16.666666666666668,30.066666666666666,1113398.7333333334,226168.43333333335,1.3433342152453187,18.333333333333336,18.333333333333336,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2aa84d40,Medium,19.571428571428573,669739.0,161737.2857142857,1.2961331293651064,7.142857142857143,14.285714285714286,23.485714285714288,803686.7999999999,194084.74285714285,1.5553597552381275,8.571428571428571,17.142857142857142,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2b0a8ba8,High,26.0,1867877.6,369656.4,1.25795444740121,12.2,16.2,28.6,2054665.3600000003,406622.04000000004,1.3837498921413312,13.42,17.82,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2b0a8ba8,Low,0.0,0.0,262260.6666666667,0.0,9.666666666666666,16.0,0.0,0.0,340938.8666666667,0.0,12.566666666666666,20.8,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2b0a8ba8,Medium,19.833333333333332,912604.5,162887.16666666666,1.5155491851144023,6.333333333333333,15.333333333333334,23.799999999999997,1095125.4,195464.59999999998,1.8186590221372827,7.6,18.4,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2b4416f2,High,30.666666666666668,1829509.6666666667,284384.0,1.2469603030243763,15.5,15.666666666666666,33.733333333333334,2012460.6333333335,312822.4,1.3716563333268141,17.05,17.233333333333334,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2b4416f2,Low,0.0,0.0,329756.5,0.0,13.0,13.0,0.0,0.0,428683.45,0.0,16.900000000000002,16.900000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2b4416f2,Medium,16.285714285714285,505139.71428571426,89822.42857142857,1.3732323232323231,6.428571428571429,17.285714285714285,19.54285714285714,606167.6571428571,107786.91428571427,1.6478787878787877,7.714285714285714,20.74285714285714,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2b84dfe0,High,28.875,1420262.5,298575.25,1.2061163659794492,16.375,11.5,31.762500000000003,1562288.7500000002,328432.775,1.3267280025773942,18.012500000000003,12.65,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2b84dfe0,Low,0.0,0.0,216038.0,0.0,9.0,14.0,0.0,0.0,280849.4,0.0,11.700000000000001,18.2,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2b84dfe0,Medium,19.636363636363637,900131.7272727273,194946.72727272726,1.486444437915026,6.0,18.454545454545453,23.563636363636363,1080158.0727272728,233936.07272727272,1.783733325498031,7.199999999999999,22.145454545454545,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2bf63daa,High,27.555555555555557,1184228.2222222222,230893.88888888888,1.2371936088602755,14.777777777777779,13.444444444444445,30.311111111111114,1302651.0444444446,253983.27777777778,1.3609129697463032,16.255555555555556,14.78888888888889,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2bf63daa,Low,0.0,0.0,434924.0,0.0,17.0,15.666666666666666,0.0,0.0,565401.2000000001,0.0,22.1,20.366666666666667,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2bf63daa,Medium,19.0,647453.75,122314.375,1.4664844142785318,6.75,17.5,22.8,776944.5,146777.25,1.7597812971342381,8.1,21.0,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2c435787,High,25.5,1405975.5,317549.5,1.292838874680307,12.0,10.0,28.05,1546573.05,349304.45,1.4221227621483379,13.200000000000001,11.0,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2c435787,Medium,16.0,296544.0,83326.0,1.2307692307692308,6.0,17.0,19.2,355852.8,99991.2,1.476923076923077,7.199999999999999,20.4,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2c95542c,High,26.0,1111892.0,212964.75,1.2444084155401292,13.25,14.0,28.6,1223081.2000000002,234261.225,1.3688492570941422,14.575000000000001,15.400000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2c95542c,Low,0.0,0.0,120075.5,0.0,14.5,13.0,0.0,0.0,156098.15,0.0,18.85,16.900000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2c95542c,Medium,13.4,791362.7,135486.0,1.468846153846154,3.3,16.7,16.08,949635.2399999999,162583.19999999998,1.7626153846153847,3.9599999999999995,20.04,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2cc86dc1,High,29.88888888888889,1345039.2222222222,291804.77777777775,1.2057991662595242,16.555555555555557,14.0,32.87777777777778,1479543.1444444447,320985.2555555556,1.3263790828854767,18.211111111111116,15.400000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2cc86dc1,Low,0.0,0.0,258487.0,0.0,4.333333333333333,15.333333333333334,0.0,0.0,336033.10000000003,0.0,5.633333333333333,19.933333333333334,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2cc86dc1,Medium,18.375,807058.5,164152.875,1.4322973079552026,5.75,18.125,22.05,968470.2,196983.44999999998,1.7187567695462431,6.8999999999999995,21.75,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2d115488,High,30.0,1164255.3333333333,281551.0,1.2693236714975846,15.666666666666666,13.333333333333334,33.0,1280680.8666666667,309706.10000000003,1.3962560386473433,17.233333333333334,14.666666666666668,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2d115488,Low,0.0,0.0,164871.0,0.0,11.0,7.0,0.0,0.0,214332.30000000002,0.0,14.3,9.1,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2d115488,Medium,18.0,1395444.5,239949.5,1.5432692307692308,4.5,16.75,21.599999999999998,1674533.4,287939.39999999997,1.851923076923077,5.3999999999999995,20.099999999999998,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2d168116,High,25.22222222222222,1178688.7777777778,238967.0,1.2121715223931764,14.444444444444445,16.555555555555557,27.744444444444447,1296557.6555555556,262863.7,1.333388674632494,15.888888888888891,18.211111111111116,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2d168116,Low,0.0,0.0,154402.0,0.0,6.0,11.0,0.0,0.0,200722.6,0.0,7.800000000000001,14.3,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2d168116,Medium,19.3,620510.8,136232.8,1.486829138353906,6.0,18.3,23.16,744612.9600000001,163479.36,1.7841949660246872,7.199999999999999,21.96,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2db3122b,High,28.333333333333332,1168011.8333333333,235622.5,1.2944408121753659,15.166666666666666,14.5,31.166666666666668,1284813.0166666666,259184.75000000003,1.4238848933929027,16.683333333333334,15.950000000000001,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2db3122b,Medium,18.5,664440.875,136641.5,1.2931612886382624,7.125,18.375,22.2,797329.0499999999,163969.8,1.551793546365915,8.549999999999999,22.05,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2ddf7f26,High,29.2,1642945.8,316912.7,1.2220531881458654,16.4,14.5,32.120000000000005,1807240.3800000001,348603.97000000003,1.344258506960452,18.04,15.950000000000001,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2ddf7f26,Low,0.0,0.0,109316.0,0.0,13.0,19.0,0.0,0.0,142110.80000000002,0.0,16.900000000000002,24.7,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2ddf7f26,Medium,18.444444444444443,416439.1111111111,84348.11111111111,1.4017576559243226,8.222222222222221,14.444444444444445,22.13333333333333,499726.93333333335,101217.73333333332,1.682109187109187,9.866666666666665,17.333333333333332,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2e3d2e76,High,28.23076923076923,2036484.923076923,434938.53846153844,1.318724523339908,13.384615384615385,13.615384615384615,31.053846153846155,2240133.4153846153,478432.3923076923,1.450596975673899,14.723076923076924,14.976923076923077,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2e3d2e76,Low,0.0,0.0,232753.0,0.0,5.0,13.0,0.0,0.0,302578.9,0.0,6.5,16.900000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2e3d2e76,Medium,16.666666666666668,1028799.6666666666,244255.83333333334,1.5506507381507382,3.8333333333333335,17.5,20.0,1234559.5999999999,293107.0,1.8607808857808856,4.6,21.0,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2ea94d44,High,27.25,2010174.125,440589.25,1.3166593822843824,14.375,14.875,29.975,2211191.5375,484648.17500000005,1.4483253205128208,15.812500000000002,16.3625,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2ea94d44,Low,0.0,0.0,124686.0,0.0,11.0,11.0,0.0,0.0,162091.80000000002,0.0,14.3,14.3,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2ea94d44,Medium,18.454545454545453,791092.9090909091,170493.54545454544,1.4532442352031432,4.818181818181818,15.090909090909092,22.145454545454545,949311.4909090908,204592.25454545452,1.7438930822437717,5.781818181818182,18.10909090909091,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2f8f3b33,High,27.428571428571427,1610892.7142857143,388073.85714285716,1.2656818181818181,14.571428571428571,14.571428571428571,30.17142857142857,1771981.9857142859,426881.24285714293,1.39225,16.02857142857143,16.02857142857143,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2f8f3b33,Low,0.0,0.0,259020.0,0.0,12.0,9.0,0.0,0.0,336726.0,0.0,15.600000000000001,11.700000000000001,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
2f8f3b33,Medium,16.333333333333332,673659.5,139542.08333333334,1.2848887563961093,5.833333333333333,15.583333333333334,19.599999999999998,808391.4,167450.5,1.541866507675331,6.999999999999999,18.7,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
3.55E+05,High,25.4,1745408.2,351835.2,1.249965473982502,13.1,16.0,27.94,1919949.02,387018.72000000003,1.3749620213807523,14.41,17.6,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
3.55E+05,Low,0.0,0.0,250946.0,0.0,7.5,13.5,0.0,0.0,326229.8,0.0,9.75,17.55,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
3.55E+05,Medium,14.875,690342.0,156328.375,1.4142628205128205,3.25,12.75,17.849999999999998,828410.4,187594.05,1.6971153846153846,3.9,15.299999999999999,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
300ddfbc,High,28.375,1648372.0,366699.25,1.2276656536689432,14.625,16.875,31.212500000000002,1813209.2000000002,403369.17500000005,1.3504322190358375,16.087500000000002,18.5625,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
300ddfbc,Low,0.0,0.0,105110.0,0.0,2.0,30.0,0.0,0.0,136643.0,0.0,2.6,39.0,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
300ddfbc,Medium,16.545454545454547,639272.3636363636,127367.45454545454,1.3739650501014138,5.090909090909091,14.818181818181818,19.854545454545455,767126.8363636363,152840.94545454544,1.6487580601216965,6.1090909090909085,17.78181818181818,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
3068a03e,High,30.125,1255077.125,271751.375,1.227749600293838,17.0,13.25,33.1375,1380584.8375000001,298926.5125,1.3505245603232219,18.700000000000003,14.575000000000001,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
3068a03e,Low,0.0,0.0,289948.0,0.0,12.0,7.0,0.0,0.0,376932.4,0.0,15.600000000000001,9.1,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
3068a03e,Medium,16.545454545454547,558684.0,117297.09090909091,1.38649414311179,5.363636363636363,14.0,19.854545454545455,670420.7999999999,140756.5090909091,1.663792971734148,6.436363636363636,16.8,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
311a7df5,High,28.125,1762273.25,280263.25,1.2819726681818653,13.5,16.625,30.937500000000004,1938500.5750000002,308289.575,1.4101699350000518,14.850000000000001,18.2875,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
311a7df5,Low,0.0,0.0,254209.0,0.0,6.5,9.0,0.0,0.0,330471.7,0.0,8.450000000000001,11.700000000000001,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
311a7df5,Medium,19.5,1073104.2,210872.4,1.6502792207792207,4.5,16.0,23.4,1287725.0399999998,253046.87999999998,1.9803350649350648,5.3999999999999995,19.2,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
3173b081,High,29.454545454545453,1671863.1818181819,349181.36363636365,1.186454052014397,16.545454545454547,16.181818181818183,32.4,1839049.5000000002,384099.50000000006,1.3050994572158368,18.200000000000003,17.800000000000004,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
3173b081,Medium,15.777777777777779,541624.8888888889,107869.33333333333,1.4135906214337586,4.555555555555555,15.222222222222221,18.933333333333334,649949.8666666666,129443.19999999998,1.6963087457205102,5.466666666666666,18.266666666666666,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
31e59316,High,32.0,2481056.0,321123.0,1.1851851851851851,17.0,13.0,35.2,2729161.6,353235.30000000005,1.3037037037037038,18.700000000000003,14.3,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
3219e0f5,High,28.166666666666668,1965082.3333333333,395759.5,1.3130786099865046,13.333333333333334,12.833333333333334,30.983333333333338,2161590.566666667,435335.45,1.4443864709851553,14.666666666666668,14.116666666666669,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
